,text_clean,text_preprocessed
624,nah seperti yang gue bilang kalo emang mau ngilangin calo ya jangan dibeli tahan aja gak usah dibeli next year bakal ada kalo emang tahun ini baik cara efektif menghancurkan percaloan tiket konser coldplay  via,"['gue', 'bilang', 'kalo', 'emang', 'ngilangin', 'calo', 'ya', 'beli', 'tahan', 'aja', 'gak', 'beli', 'next', 'year', 'kalo', 'emang', 'efektif', 'hancur', 'calo', 'tiket', 'konser', 'coldplay', 'via']"
625,bapake tumbenan bgt nanya teu nnton konser nyah cnh auto mikir dan nanya kan konser yg mana red velvet atau coldplay trs ngejawab eta nu coldplay mau ngsih berapa nanya gtu  rbu we cnh agak shock nanyain nnton konser apa engganya ko tau gtu,"['bapake', 'tumben', 'bgt', 'nanya', 'teu', 'nnton', 'konser', 'nyah', 'cnh', 'auto', 'mikir', 'nanya', 'konser', 'yg', 'red', 'velvet', 'coldplay', 'trs', 'ngejawab', 'eta', 'nu', 'coldplay', 'ngsih', 'nanya', 'gtu', 'rbu', 'we', 'cnh', 'shock', 'nanyain', 'nnton', 'konser', 'engganya', 'ko', 'tau', 'gtu']"
626,sehubungan dengan war ticket presale bca konser coldplay besok  mei  fakta bahwa penipuan berkedok jastip semakin ma,"['hubung', 'war', 'ticket', 'presale', 'bca', 'konser', 'coldplay', 'besok', 'mei', 'fakta', 'tipu', 'kedok', 'jastip', 'ma']"
627,justice tour dapet tiket konser batal tds  dapet tiket cancel nonton coldplay tentu tidak dapet lagi nangis bgt konser kaga ada yg jadi ditonton,"['justice', 'tour', 'dapet', 'tiket', 'konser', 'batal', 'tds', 'dapet', 'tiket', 'cancel', 'nonton', 'coldplay', 'dapet', 'nang', 'bgt', 'konser', 'kaga', 'yg', 'tonton']"
628,semenjak heboh konser coldplay di indo keknya banyak fans dadakan mana ngebandingin ama kpop,"['semenjak', 'heboh', 'konser', 'coldplay', 'indo', 'kek', 'fans', 'dada', 'ngebandingin', 'ama', 'kpop']"
629,pa  ancam kepung bandara tolak konser coldplay menhub kami koordinasi dengan tni dan polri mengamankan ,"['pa', 'ancam', 'kepung', 'bandara', 'tolak', 'konser', 'coldplay', 'menhub', 'koordinasi', 'tni', 'polri', 'aman']"
630,penipu help rt  guysss klo ada yang kenal nicholas freddie anderson tolong bgt infoin ke akuu temen ku habis kena tipu beli tiket konser coldplay sebesar jt yang mau transaksi ke an diatas be aware dan yang kenal tolong banget bantuan infonya,"['tipu', 'help', 'rt', 'guysss', 'klo', 'kenal', 'nicholas', 'freddie', 'anderson', 'tolong', 'bgt', 'infoin', 'akuu', 'temen', 'ku', 'habis', 'kena', 'tipu', 'beli', 'tiket', 'konser', 'coldplay', 'jt', 'transaksi', 'an', 'atas', 'be', 'aware', 'kenal', 'tolong', 'banget', 'bantu', 'info']"
631,bisa ga sih coldplay konser ditiap kabupaten aja biar tl sama fyp gue ga muncul org² yg war tapi ga dapet anjink,"['ga', 'sih', 'coldplay', 'konser', 'tiap', 'kabupaten', 'aja', 'biar', 'tl', 'fyp', 'gue', 'ga', 'muncul', 'org', 'yg', 'war', 'ga', 'dapet', 'anjink']"
632,bismillah  give away edisi syukuran coldplay konser di indonesia   album red velvet queendom khusus raveluv  els,"['bismillah', 'give', 'away', 'edisi', 'syukur', 'coldplay', 'konser', 'indonesia', 'album', 'red', 'velvet', 'queendom', 'khusus', 'raveluv', 'els']"
633,yg da beli tiket pasangan mau nonton coldplay jaga aja jgn putus ampe konser ntar tiket dijual lg,"['yg', 'da', 'beli', 'tiket', 'pasang', 'nonton', 'coldplay', 'jaga', 'aja', 'jgn', 'putus', 'ampe', 'konser', 'ntar', 'tiket', 'jual', 'lg']"
634,guysss info dongg kalian yang sekarang kosnya kamar mandi dalem ada wifi dan kulkas ada tv ada dapur ada konser coldplay ada konser niki ada konser blackpink dimana yaa btw buat cwk yaa makasiihhh kmf,"['guysss', 'info', 'dongg', 'kosnya', 'kamar', 'mandi', 'dalem', 'wifi', 'kulkas', 'tv', 'dapur', 'konser', 'coldplay', 'konser', 'nik', 'konser', 'blackpink', 'mana', 'yaa', 'btw', 'cwk', 'yaa', 'makasiihhh', 'kmf']"
635,tiket konser coldplay laris dengan harga jutaan menunjukkan kesenangan sesaat dihargai fenomena ini perlu disikapi serius termasuk kampanye terselubung bagaimana umat islam menyikapi fenomena ini dan tindakan apa yang harus diambil  melalui link,"['tiket', 'konser', 'coldplay', 'laris', 'harga', 'juta', 'senang', 'harga', 'fenomena', 'sikap', 'serius', 'kampanye', 'selubung', 'umat', 'islam', 'sikap', 'fenomena', 'tindak', 'ambil', 'link']"
636,cerita  artis gagal war tiket konser coldplay di jakarta imam darto hingga tarra budiman    via,"['cerita', 'artis', 'gagal', 'war', 'tiket', 'konser', 'coldplay', 'jakarta', 'imam', 'darto', 'tarra', 'budiman', 'via']"
637,klo saja agen tiket ibu dibyo jual jg  raja tiket konserevent olahraga di era an awal  malah jual tiket ko,"['klo', 'agen', 'tiket', 'dibyo', 'jual', 'jg', 'raja', 'tiket', 'konserevent', 'olahraga', 'era', 'an', 'jual', 'tiket', 'ko']"
638,scammer jangan beli disini dia nyolong proof dan kloning akun go asli   scam scammer penipu tiket konser coldplay in jakarta wts wtb wtt festival cat  ultimate experience my universe,"['scammer', 'beli', 'nyolong', 'proof', 'kloning', 'akun', 'go', 'asli', 'scam', 'scammer', 'tipu', 'tiket', 'konser', 'coldplay', 'in', 'jakarta', 'wts', 'wtb', 'wtt', 'festival', 'cat', 'ultimate', 'experience', 'my', 'universe']"
639,keknya besok coldplay konser ke indo gw nangis kejer dah,"['kek', 'besok', 'coldplay', 'konser', 'indo', 'gw', 'nang', 'kejer', 'dah']"
640,tiket konser coldplay dijual hingga rp juta via online ini kata ekonom uns,"['tiket', 'konser', 'coldplay', 'jual', 'rp', 'juta', 'via', 'online', 'ekonom', 'uns']"
641,temen gw pada ceritaa sedih ga dapet tiket coldplay as always rwspon gw sebagai temen yaaaaa bodo amat soalnya boro mi,"['temen', 'gw', 'ceritaa', 'sedih', 'ga', 'dapet', 'tiket', 'coldplay', 'as', 'always', 'rwspon', 'gw', 'temen', 'yaaaaa', 'bodo', 'boro', 'mi']"
642,buat yg kmren war tiket coldplay gadapet coba cek hashtag konser rtov hari ini bertebaran calo calo banting harga ti,"['yg', 'kmren', 'war', 'tiket', 'coldplay', 'gadapet', 'coba', 'cek', 'hashtag', 'konser', 'rtov', 'tebar', 'calo', 'calo', 'banting', 'harga', 'ti']"
643,ini polisi di kosan pada karaoke lagulagu coldplay mo konser keknyaa atau ikut jaga keamanan,"['polisi', 'kosan', 'karaoke', 'lagulagu', 'coldplay', 'mo', 'konser', 'keknyaa', 'jaga', 'aman']"
644,halo guyss yg mau pergi ke venue konser coldplay barengan dari bandung yukk bareng akuu aku open trip pp bandung  gbk nih,"['halo', 'guyss', 'yg', 'pergi', 'venue', 'konser', 'coldplay', 'bareng', 'bandung', 'yukk', 'bareng', 'akuu', 'open', 'trip', 'pp', 'bandung', 'gbk', 'nih']"
645,orang mau beli tiket konser coldplay karena fomo atau sekalipun dia snd hafal coldplay pu lagu ju na terserah dia to ko dia pung doi sendiri ju,"['orang', 'beli', 'tiket', 'konser', 'coldplay', 'fomo', 'snd', 'hafal', 'coldplay', 'pu', 'lagu', 'ju', 'na', 'serah', 'to', 'ko', 'pung', 'doi', 'ju']"
646,bahrawi  saya nyediain nasi bungkus mari demo kalau sampai kita gak kebagian tiket siapapun yg ngeshare lagu c,"['bahrawi', 'nyediain', 'nasi', 'bungkus', 'mari', 'demo', 'gak', 'bagi', 'tiket', 'yg', 'ngeshare', 'lagu', 'c']"
647,mui mana   yg beginian yg elo urusin bukannya konser coldplay  nanti ente pade minum cold flu lagi,"['mui', 'yg', 'yg', 'elo', 'urusin', 'konser', 'coldplay', 'ente', 'pade', 'minum', 'cold', 'flu']"
648,yaaaa begitulah  cara efektif menghancurkan percaloan tiket konser coldplay  lewat,"['yaaaa', 'efektif', 'hancur', 'calo', 'tiket', 'konser', 'coldplay']"
649,temen gw pada ceritaa sedih ga dapet tiket coldplay as always rwspon gw sebagai temen yaaaaa bodo amat soalnya boro mikirin nonton konser mikirin cicilan biaya nikah sm biaya beli rumah aja udah budeg gw,"['temen', 'gw', 'ceritaa', 'sedih', 'ga', 'dapet', 'tiket', 'coldplay', 'as', 'always', 'rwspon', 'gw', 'temen', 'yaaaaa', 'bodo', 'boro', 'mikirin', 'nonton', 'konser', 'mikirin', 'cicil', 'biaya', 'nikah', 'sm', 'biaya', 'beli', 'rumah', 'aja', 'udah', 'budeg', 'gw']"
650,wr ketua mui anwar abbas minta konser musik coldplay tidak di lanjutkan di indonesia yang diagendakan pada  november  di,"['wr', 'ketua', 'mui', 'anwar', 'abbas', 'konser', 'musik', 'coldplay', 'lanjut', 'indonesia', 'agenda', 'november']"
651,gini ya jadi calo konser coldplay  padahal aku sendiri gatau coldplay,"['gin', 'ya', 'calo', 'konser', 'coldplay', 'gatau', 'coldplay']"
652,padahal kalau bisa nonton konser coldplay aku pengin bawa bendera slank,"['nonton', 'konser', 'coldplay', 'pengin', 'bawa', 'bendera', 'slank']"
653,ketua umum partai kebangkitan bangsa pkb muhaimin iskandar berjanji dirinya bakal menggelar konser coldplay jika terpi,"['ketua', 'partai', 'bangkit', 'bangsa', 'pkb', 'muhaimin', 'iskandar', 'janji', 'gelar', 'konser', 'coldplay', 'terpi']"
654,msh berharap ada day  kalo gak ada jg cari wts moment deket hr konserbs jg pas hari h langsung ke tkp kali aja dpt tiket underprice calo panik takut gak balik modal,"['msh', 'harap', 'day', 'kalo', 'gak', 'jg', 'cari', 'wts', 'moment', 'deket', 'hr', 'konserbs', 'jg', 'pas', 'h', 'langsung', 'tkp', 'kali', 'aja', 'dpt', 'tiket', 'underprice', 'calo', 'panik', 'takut', 'gak', 'modal']"
655,wkwkwk mama papa ngomongin konser coldplay merembet ke ngomongin lgbt,"['wkwkwk', 'mama', 'papa', 'ngomongin', 'konser', 'coldplay', 'rembet', 'ngomongin', 'lgbt']"
656,saya tidak setuju kalo bener bener ada yang mengijinkan dengan konser coldplay di gbk jakarta berarti yang mengingatkan nya berarti menyukai kaum lgbt dongg saya tidak setuju negara lain kata nya tidak setuju indonesia juga harus tidak setuju dong,"['tuju', 'kalo', 'bener', 'bener', 'mengijinkan', 'konser', 'coldplay', 'gbk', 'jakarta', 'nya', 'suka', 'kaum', 'lgbt', 'dongg', 'tuju', 'negara', 'nya', 'tuju', 'indonesia', 'tuju']"
657,ready nih dm yg serius no run  raline shah suzy pacaran bem ui konser coldplay cat,"['ready', 'nih', 'dm', 'yg', 'serius', 'no', 'run', 'raline', 'shah', 'suzy', 'pacar', 'bem', 'ui', 'konser', 'coldplay', 'cat']"
658,kemenkes peringatkan penonton konser coldplay vaksin booster kedua,"['kemenkes', 'ingat', 'tonton', 'konser', 'coldplay', 'vaksin', 'booster']"
659,coldplay konser besok lagunya kira apa aja ya,"['coldplay', 'konser', 'besok', 'lagu', 'aja', 'ya']"
660,astaghfirullah kalian berdosah sekali tapi jual aja dia biar kita bisa nonton konser coldplay ngubb,"['astaghfirullah', 'berdosah', 'jual', 'aja', 'biar', 'nonton', 'konser', 'coldplay', 'ngubb']"
661,udah berapa banyak yg ditipu tiket konser coldplay drop disini deh pelaku penipu tiket konser aku jg korban meskipun ba,"['udah', 'yg', 'tipu', 'tiket', 'konser', 'coldplay', 'drop', 'deh', 'laku', 'tipu', 'tiket', 'konser', 'jg', 'korban', 'ba']"
662,perasaan dgn adanya konser coldplay ini bisa menyebabkan banyak huru hara di tanah air indonesia,"['asa', 'dgn', 'konser', 'coldplay', 'sebab', 'huru', 'hara', 'tanah', 'air', 'indonesia']"
663,buat babang coldplay kan konser terakhir tahun ini di kl bolehlah ada plus plusnya,"['babang', 'coldplay', 'konser', 'kl', 'plus', 'plus']"
664,ini gak mimpi kan    setelah sekian lama yaa akhirnya coldplay bakal gelar konser juga di indonesia tanggal  november,"['gak', 'mimpi', 'sekian', 'yaa', 'coldplay', 'gelar', 'konser', 'indonesia', 'tanggal', 'november']"
665,ini penipuan tiket konser coldplay ampe masuk tv dan diurusin polisi giliran pas kpop rame aja polisinya diemdiem bae,"['tipu', 'tiket', 'konser', 'coldplay', 'ampe', 'masuk', 'tv', 'diurusin', 'polisi', 'gilir', 'pas', 'kpop', 'rame', 'aja', 'polisi', 'diemdiem', 'bae']"
666,penipuan tiket konser coldplay penjual dan promotor bakal diperiksa bareskrim,"['tipu', 'tiket', 'konser', 'coldplay', 'jual', 'promotor', 'periksa', 'bareskrim']"
667,anjing nih penipu ganti username lagi wkwkwk dia scammer kuota gais sama scammer tiket konser coldplay wkwk ,"['anjing', 'nih', 'tipu', 'ganti', 'username', 'wkwkwk', 'scammer', 'kuota', 'gais', 'scammer', 'tiket', 'konser', 'coldplay', 'wkwk']"
668,gara konser coldplay  semua meniru kaum penyuka lubamg pantat,"['gara', 'konser', 'coldplay', 'tiru', 'kaum', 'suka', 'lubamg', 'pantat']"
669,mui can lick our boots,"['mui', 'can', 'lick', 'our', 'boots']"
670,tayang di tvone sekarang pkl  wib  geger penolakan pelangi di balik konser coldplay  ,"['tayang', 'tvone', 'pkl', 'wib', 'geger', 'tolak', 'pelangi', 'konser', 'coldplay']"
671,ono thread sing dadi korban penipuan tiket konser coldplay ora  ndelok tak wocone lagi gabut iki,"['ono', 'thread', 'sing', 'dadi', 'korban', 'tipu', 'tiket', 'konser', 'coldplay', 'ora', 'ndelok', 'wocone', 'gabut', 'iki']"
672,nntn coldplay sebenernya adalah wishlist top  gua dan ya pengeen banget yakali enggaa pengen nangis sambil nyanyi di konsernya juga tapi ya sadar gua masih mahasiswa dan waktu konser itu tabrakan sm jadwal magang jd ya cm bisa nyesel aja paling bsk,"['nntn', 'coldplay', 'sebenernya', 'wishlist', 'top', 'gua', 'ya', 'pengeen', 'banget', 'yakali', 'enggaa', 'ken', 'nang', 'nyanyi', 'konser', 'ya', 'sadar', 'gua', 'mahasiswa', 'konser', 'tabrak', 'sm', 'jadwal', 'magang', 'jd', 'ya', 'cm', 'nyesel', 'aja', 'bsk']"
673,ngakak yg ketipu tiket konser coldplay sampe di masukin acara berita anjir,"['ngakak', 'yg', 'tipu', 'tiket', 'konser', 'coldplay', 'sampe', 'masukin', 'acara', 'berita', 'anjir']"
674,harga tiket coldplay di tangan para calo naiknya parah banget tapi ada nih saham yang harganya naik setara harga jual tiket coldplay saham apa tuh btw di ecommerce udah gak ada yg jual tiket coldplay yak,"['harga', 'tiket', 'coldplay', 'tangan', 'calo', 'naik', 'parah', 'banget', 'nih', 'saham', 'harga', 'tara', 'harga', 'jual', 'tiket', 'coldplay', 'saham', 'tuh', 'btw', 'ecommerce', 'udah', 'gak', 'yg', 'jual', 'tiket', 'coldplay', 'yak']"
675,mantap nih bisa senangsenang di konser sekaligus juga bijak menjaga lingkungan  btw udah nonton wawancara eksklusif,"['mantap', 'nih', 'senangsenang', 'konser', 'bijak', 'jaga', 'lingkung', 'btw', 'udah', 'nonton', 'wawancara', 'eksklusif']"
676,nyesek nya msh berasa ampe skrg kalah war tiket  x  fans coldplay dr sma anak an yg senasib mana suaranyaaaa kebayang bsk pas mreka konser aku cm nangis d pojokan buka live ig nya,"['nyesek', 'nya', 'msh', 'asa', 'ampe', 'skrg', 'kalah', 'war', 'tiket', 'x', 'fans', 'coldplay', 'dr', 'sma', 'anak', 'an', 'yg', 'nasib', 'suaranyaaaa', 'bayang', 'bsk', 'pas', 'mreka', 'konser', 'cm', 'nang', 'd', 'pojok', 'buka', 'live', 'ig', 'nya']"
677,seorang influencer dari palembang sumatra selatan menjadi korban penipuan tiket konser coldplay selain itu belasan korban dugaan penipuan penjualan tiket konser tiket coldplay melapor ke bareskrim polri fdl,"['influencer', 'palembang', 'sumatra', 'selatan', 'korban', 'tipu', 'tiket', 'konser', 'coldplay', 'bas', 'korban', 'duga', 'tipu', 'jual', 'tiket', 'konser', 'tiket', 'coldplay', 'lapor', 'bareskrim', 'polri', 'fdl']"
678,samasama venue konser walaupun bukan di ice juga suka ada opentrip juga contohnya coldplay di gbk udah banyak opentrip yang buka tinggal kita cari aja yang deket sama rumah   tapi biasanya opentrip buka khusus konser artis luar cmiiw,"['samasama', 'venue', 'konser', 'ice', 'suka', 'opentrip', 'contoh', 'coldplay', 'gbk', 'udah', 'opentrip', 'buka', 'tinggal', 'cari', 'aja', 'deket', 'rumah', 'opentrip', 'buka', 'khusus', 'konser', 'artis', 'cmiiw']"
679,ibuku semakin berbahaya setelah minta diajak nonton konser ikon tapi gatau kapan konser di indo terus minta nonton coldplay tapi blm dapet tiket sampe skrg udah punya wishlist baru lagi apakah itu minta nonton konsernya seventeen  mana sekarang udah punya bias,"['ibu', 'bahaya', 'ajak', 'nonton', 'konser', 'ikon', 'gatau', 'konser', 'indo', 'nonton', 'coldplay', 'blm', 'dapet', 'tiket', 'sampe', 'skrg', 'udah', 'wishlist', 'nonton', 'konser', 'seventeen', 'udah', 'bias']"
680,karena kemaren fokus banget war coldplay sampe lupa mau beli tiket konser nya  bruno major,"['kemaren', 'fokus', 'banget', 'war', 'coldplay', 'sampe', 'lupa', 'beli', 'tiket', 'konser', 'nya', 'bruno', 'major']"
681,sekali entot  jt sini deh sama tmn gwa mau gak nanti duitnya buat gwa nonton konser coldplay,"['entot', 'jt', 'deh', 'tmn', 'gwa', 'gak', 'duit', 'gwa', 'nonton', 'konser', 'coldplay']"
682,nnti kalo ada loker konser coldplay apply aja haha biar ga bayar pasti butuh tuh nnti,"['nnti', 'kalo', 'loker', 'konser', 'coldplay', 'apply', 'aja', 'haha', 'biar', 'ga', 'bayar', 'butuh', 'tuh', 'nnti']"
683,salah satu cara memberantas calo  yaa jangan beli dari calo putus mata rantainya dan kalo tiket hasil nimbunnya ga laku besok pas mendekati konser coldplay kira siapa yg lebih panik fans coldplay yg ga kebagian tiket atau calo yg bakal rugi duit banyak,"['salah', 'berantas', 'calo', 'yaa', 'beli', 'calo', 'putus', 'mata', 'rantai', 'kalo', 'tiket', 'hasil', 'nimbunnya', 'ga', 'laku', 'besok', 'pas', 'dekat', 'konser', 'coldplay', 'yg', 'panik', 'fans', 'coldplay', 'yg', 'ga', 'bagi', 'tiket', 'calo', 'yg', 'rugi', 'duit']"
684,nicho saputra nugraha dokter di palembang menjadi korban penipuan pembelian tiket konser coldplay melalui jasa titip jasti,"['nicho', 'saputra', 'nugraha', 'dokter', 'palembang', 'korban', 'tipu', 'beli', 'tiket', 'konser', 'coldplay', 'jasa', 'titip', 'jasti']"
685,ga dpt tiket coldplay msh gapapa kalo ga dpt tiket smtown in jkt fix nangis sebulan sih wkwkwk walaupun ku yakin harganya bisa x lipat drpd harga eceran konser tiap fandom,"['ga', 'dpt', 'tiket', 'coldplay', 'msh', 'gapapa', 'kalo', 'ga', 'dpt', 'tiket', 'smtown', 'in', 'jkt', 'fix', 'nang', 'bulan', 'sih', 'wkwkwk', 'ku', 'harga', 'x', 'lipat', 'drpd', 'harga', 'ecer', 'konser', 'fandom']"
686,gak bisa nonton konser coldplay,"['gak', 'nonton', 'konser', 'coldplay']"
687,yah padhl nnt di konser coldplay mau bawa ls nwjns,"['yah', 'padhl', 'nnt', 'konser', 'coldplay', 'bawa', 'ls', 'nwjns']"
688,plis bgt timeline twitter sekarang isinya seputar konser red velvet sama coldplay,"['plis', 'bgt', 'timeline', 'twitter', 'isi', 'putar', 'konser', 'red', 'velvet', 'coldplay']"
689,gak jodoh nonton konser yg non kpop kayak am gadapet coldplay jg gadapet tp hati gua legowo gitu daripada exosc yg webnya error gua nangis sesenggukan kayak konsernya hari kamis trs jumatnya kiamat asli nonton exo emg penuh air mata tp alhamdulillahnya selalu ada aja,"['gak', 'jodoh', 'nonton', 'konser', 'yg', 'non', 'kpop', 'kayak', 'am', 'gadapet', 'coldplay', 'jg', 'gadapet', 'tp', 'hati', 'gua', 'legowo', 'gitu', 'exosc', 'yg', 'webnya', 'error', 'gua', 'nang', 'sengguk', 'kayak', 'konser', 'kamis', 'trs', 'jumat', 'kiamat', 'asli', 'nonton', 'exo', 'emg', 'penuh', 'air', 'mata', 'tp', 'alhamdulillah', 'aja']"
690,kapan open form aku mau war buat pacaran bulan juni   hahahahaha gemasnya open form tanggal  sayang tapi tenang aja warnya bukan kayak konser cóldplay kok terima kasih banyak udah mau menunggu semoga bisa bertemu ya,"['open', 'form', 'war', 'pacar', 'juni', '', 'hahahahaha', 'gemas', 'open', 'form', 'tanggal', 'sayang', 'tenang', 'aja', 'warnya', 'kayak', 'konser', 'c ldplay', 'terima', 'kasih', 'udah', 'tunggu', 'moga', 'temu', 'ya']"
691,huhuhu coldplay akan konser di amsterdam kebetulan aku frei  juli,"['huhuhu', 'coldplay', 'konser', 'amsterdam', 'frei', 'juli']"
692,coldplay batal konser di indonesia,"['coldplay', 'batal', 'konser', 'indonesia']"
693,jamnya blm d announc ya klo mulai malam paling siang udah k gbk mau foto dlu poster coldplay heheheh btw nie tmenku ada nih jual  td bkin story ig  sp tau km mau bli d situ yg jlas si trusted tmen nonton konser jg  nnti ak ksih ignya klo km mau,"['jam nya', 'blm', 'd', 'announc', 'ya', 'klo', 'malam', 'siang', 'udah', 'k', 'gbk', 'foto', 'dlu', 'poster', 'coldplay', 'heheheh', 'btw', 'nie', 'tmenku', 'nih', 'jual', 'td', 'bkin', 'story', 'ig', 'sp', 'tau', 'km', 'bli', 'd', 'situ', 'yg', 'jlas', 'si', 'trusted', 'tmen', 'nonton', 'konser', 'jg', 'nnti', 'ak', 'ksih', 'ig nya', 'klo', 'km']"
694,tahun lalu pernah bikin twit kalo coldplay konser di indo baru pengen nonton pas akan konser beneran gadapet tiket,"['bikin', 'twit', 'kalo', 'coldplay', 'konser', 'indo', 'ken', 'nonton', 'pas', 'konser', 'beneran', 'gadapet', 'tiket']"
695,wtb tiket konser coldplay cat  in jakarta need  tix  yang harganya masih reasonable please hit me up,"['wtb', 'tiket', 'konser', 'coldplay', 'cat', 'in', 'jakarta', 'need', 'tix', 'harga', 'reasonable', 'please', 'hit', 'me', 'up']"
696,suer aku lebih milih bayar aja gpp kok,"['suer', 'milih', 'bayar', 'aja', 'gpp']"
697,merusak akhlak dan moral anak bangsa alasan anwar abbas mui tolak konser coldplay  coldlay bkn sponsor utk kampanyekan l,"['rusak', 'akhlak', 'moral', 'anak', 'bangsa', 'alas', 'anwar', 'abbas', 'mui', 'tolak', 'konser', 'coldplay', 'coldlay', 'bkn', 'sponsor', 'utk', 'kampanye', 'l']"
698,ootd hallo kakak aku ada rekomendasi sepatu boots yg cakep cocok banget buat ke konser coldplay niki agustd dll atau buat ootd juga pasti cakep banget boleh dicek dulu nih,"['ootd', 'hallo', 'kakak', 'rekomendasi', 'sepatu', 'boots', 'yg', 'cakep', 'cocok', 'banget', 'konser', 'coldplay', 'nik', 'agustd', 'dll', 'ootd', 'cakep', 'banget', 'cek', 'nih']"
699,gue daftar jadi guard konser coldplay aja kali ya ga dapet tiket juga,"['gue', 'daftar', 'guard', 'konser', 'coldplay', 'aja', 'kali', 'ya', 'ga', 'dapet', 'tiket']"
700,menpora dito ariotedjo membuka kemungkinan akan membagikan tiket konser grup musik asal london inggris coldplay ke atlet berprestasi di sea games,"['menpora', 'dito', 'ariotedjo', 'buka', 'bagi', 'tiket', 'konser', 'grup', 'musik', 'london', 'inggris', 'coldplay', 'atlet', 'prestasi', 'sea', 'games']"
701,kembali aktif event mingguan sebelum konser coldplay tiba,"['aktif', 'event', 'minggu', 'konser', 'coldplay']"
702,bagi kalian yang kalah  war tiket coldplay di jakarta  jangan berkecil setelah konser di gbk coldplay lanjut konser di alun lamongan dengan tiket yang lebih miring,"['kalah', 'war', 'tiket', 'coldplay', 'jakarta', 'kecil', 'konser', 'gbk', 'coldplay', 'konser', 'alun', 'lamongan', 'tiket', 'miring']"
703,plisss scammer penipuan tiket konser niki   tag wts wtb niki  mau ngasih tau buat kalian yg cari tiket nikicoldpla,"['plisss', 'scammer', 'tipu', 'tiket', 'konser', 'nik', 'tag', 'wts', 'wtb', 'nik', 'ngasih', 'tau', 'yg', 'cari', 'tiket', 'nikicoldpla']"
704,positifnya kejadian yang menimpa jin bts sudah ditangani dan kondisinya baikbaik saja sampai sekarang  ternyata setelah lewat hari kok saya tidak terlalu kecewa ya belum dapat tiket konser coldplay jkt lebih ke pasrah sih percaya kalau rezeki pasti ada jalan,"['positif', 'jadi', 'timpa', 'jin', 'bts', 'tangan', 'kondisi', 'baikbaik', 'kecewa', 'ya', 'tiket', 'konser', 'coldplay', 'jkt', 'pasrah', 'sih', 'percaya', 'rezeki', 'jalan']"
705,pengen nonton konser coldplay sama chanyeol atau nonton konser taylor swift sama kai,"['ken', 'nonton', 'konser', 'coldplay', 'chanyeol', 'nonton', 'konser', 'taylor', 'swift', 'kai']"
706,padahal maksudnya adalah manusianya yg berperilaku lgbt itu ciptaan tuhan nah yang dilarang itu perilakunya sedangkan manusianya tetap ciptaannya jadi tidak boleh dilarang sebenernya memang riskan sih jadi dukung coldplay tetap konser atau nggak nih,"['maksud', 'manusia', 'yg', 'perilaku', 'lgbt', 'cipta', 'tuhan', 'larang', 'perilaku', 'manusia', 'cipta', 'larang', 'sebenernya', 'riskan', 'sih', 'dukung', 'coldplay', 'konser', 'nggak', 'nih']"
707,anjing nih penipu ganti username lagi wkwkwk dia scammer kuota gais sama scammer tiket konser coldplay wkwk,"['anjing', 'nih', 'tipu', 'ganti', 'username', 'wkwkwk', 'scammer', 'kuota', 'gais', 'scammer', 'tiket', 'konser', 'coldplay', 'wkwk']"
708,promo kode referral pinjaman online pinjolpayleter ojk kredivo dpt  andrhnq point ditukar voucherbelanja di tokopedia lazada gojek apple ibox erafone grab vivo oppo samsung blibli digimap reddoorz mcd lazada zalora cgvtiket konser coldplay cat hotelpesawatbioskop,"['promo', 'kode', 'referral', 'pinjam', 'online', 'pinjolpayleter', 'ojk', 'kredivo', 'dpt', 'andrhnq', 'point', 'tukar', 'voucherbelanja', 'tokopedia', 'lazada', 'gojek', 'apple', 'ibox', 'erafone', 'grab', 'vivo', 'oppo', 'samsung', 'blibli', 'digimap', 'reddoorz', 'mcd', 'lazada', 'zalora', 'cgvtiket', 'konser', 'coldplay', 'cat', 'hotelpesawatbioskop']"
709,ketika orang orang manifesting buat nonton konser coldplay gua cuma mau manifesting konser seventeen tahun ini dapet paling depan  soundchek bismillah yok aamiin,"['orang', 'orang', 'manifesting', 'nonton', 'konser', 'coldplay', 'gua', 'manifesting', 'konser', 'seventeen', 'dapet', 'soundchek', 'bismillah', 'yok', 'aamiin']"
710,promo kode referral pinjaman online pinjolpayleter ojk indodana luqug tips acc kontak darurat akan dikirim sms link verifikasikliksetuju tokopedia mcd alfamart apple ibox samsung oppo erafone eiger airpaz ikeapulsatokentiket konser coldplay cat pesawathotelbioskop,"['promo', 'kode', 'referral', 'pinjam', 'online', 'pinjolpayleter', 'ojk', 'indodana', 'luqug', 'tips', 'acc', 'kontak', 'darurat', 'kirim', 'sms', 'link', 'verifikasikliksetuju', 'tokopedia', 'mcd', 'alfamart', 'apple', 'ibox', 'samsung', 'oppo', 'erafone', 'eiger', 'airpaz', 'ikeapulsatokentiket', 'konser', 'coldplay', 'cat', 'pesawathotelbioskop']"
