,text_clean,text_preprocessed
101,open rent sewa samsung s ultra  avail for concert  agust d tour in singapore  bangkok  nmixx showcase  coldplay  baek yerin  the boyz  baby metal  honne  niki nicole  suga jkt aespa   june   tgr jkt venue only  dm for price tnc  konser lain,"['open', 'rent', 'sewa', 'samsung', 's', 'ultra', 'avail', 'for', 'concert', 'agust', 'd', 'tour', 'in', 'singapore', 'bangkok', 'nmixx', 'showcase', 'coldplay', 'baek', 'yerin', 'the', 'boyz', 'baby', 'metal', 'honne', 'nik', 'nicole', 'suga', 'jkt', 'aespa', 'june', 'tgr', 'jkt', 'venue', 'only', 'dm', 'for', 'price', 'tnc', 'konser']"
102,pengantin viral gelar pernikahan mas kawinnya tiket konser coldplay di gbk,"['pengantin', 'viral', 'gelar', 'nikah', 'mas', 'kawin', 'tiket', 'konser', 'coldplay', 'gbk']"
103,polri akan panggil penyedia jasa penjualan tiket resmi konser coldplay guna klarifikasi buntut viralnya kasus penipuan tiket konser di media sosial,"['polri', 'panggil', 'sedia', 'jasa', 'jual', 'tiket', 'resmi', 'konser', 'coldplay', 'klarifikasi', 'buntut', 'viralnya', 'tipu', 'tiket', 'konser', 'media', 'sosial']"
104,generasi muda diminta berpikir kembali ketika membeli tiket konser memakai pinjol,"['generasi', 'muda', 'pikir', 'beli', 'tiket', 'konser', 'pakai', 'pinjol']"
105,baru senin taping berita dah ada aja selebgram palembang kena tipu tiket konser coldplay hadehh,"['senin', 'taping', 'berita', 'dah', 'aja', 'selebgram', 'palembang', 'kena', 'tipu', 'tiket', 'konser', 'coldplay', 'hadehh']"
106,polri mendalami laporan terkait dugaan penipuan pembelian tiket konser coldplay di jakarta polri nantinya akan mengklarifikasi vendor acara tersebut,"['polri', 'dalam', 'lapor', 'kait', 'duga', 'tipu', 'beli', 'tiket', 'konser', 'coldplay', 'jakarta', 'polri', 'klarifikasi', 'vendor', 'acara']"
107,konser coldplay jadi konser paling ramah lingkungan begini faktanya,"['konser', 'coldplay', 'konser', 'ramah', 'lingkung', 'fakta']"
108,viral pengantin menikah dengan mas kawin tiket konser coldplay,"['viral', 'pengantin', 'meni', 'mas', 'kawin', 'tiket', 'konser', 'coldplay']"
109,mas kawin   logam mulia   seperangkat alat salat   tiket konser    hahaha salam buat kedua mempelai,"['mas', 'kawin', 'logam', 'mulia', 'perangkat', 'alat', 'salat', 'tiket', 'konser', 'hahaha', 'salam', 'mempelai']"
110,anjir nikah maharnya tiket  coldplaytrs abis nntn konser trs ntar klo klo misal lg butuh uang  gelang bekas nntn konsernya bs digadein gt ya,"['anjir', 'nikah', 'mahar', 'tiket', 'coldplaytrs', 'abis', 'nntn', 'konser', 'trs', 'ntar', 'klo', 'klo', 'lg', 'butuh', 'uang', 'gelang', 'bekas', 'nntn', 'konser', 'bs', 'digadein', 'gt', 'ya']"
111,namun kini dipastikan seluruh tiket resmi sold out dan habis terjual dalam waktu kurang dari  jam,"['tiket', 'resmi', 'sold', 'out', 'habis', 'jual', 'jam']"
112,viral acara akad nikah ini mendadak jadi atensi warganet di media sosial pasalnya pengantin pria memberikan tiket coldplay sebagai mahar jangan iri ya detikers,"['viral', 'acara', 'akad', 'nikah', 'dadak', 'atensi', 'warganet', 'media', 'sosial', 'pasal', 'pengantin', 'pria', 'tiket', 'coldplay', 'mahar', 'iri', 'ya', 'detikers']"
113,lagi knapa pada menggebu gebu beli tiket coldplay dah ya ktp ga jadi jaminan trusted kalo mau cod an di venue sabar aje entar h atau hari h pasti banyak yang jual murah apalagi pas konsernya udah mulai wkwkw pasti lebih murah belajar dari konser kpop ajaa,"['knapa', 'gebu', 'gebu', 'beli', 'tiket', 'coldplay', 'dah', 'ya', 'ktp', 'ga', 'jamin', 'trusted', 'kalo', 'cod', 'an', 'venue', 'sabar', 'aje', 'entar', 'h', 'h', 'jual', 'murah', 'pas', 'konser', 'udah', 'wkwkw', 'murah', 'ajar', 'konser', 'kpop', 'ajaa']"
114,menteri koordinator politik hukum dan keamanan menko polhukam mahfud md barubaru ini memberikan tanggapannya tentang isu,"['menteri', 'koordinator', 'politik', 'hukum', 'aman', 'menko', 'polhukam', 'mahfud', 'md', 'barubaru', 'tanggap', 'isu']"
115,cara efektif menghancurkan percaloan tiket konser coldplay  lewat,"['efektif', 'hancur', 'calo', 'tiket', 'konser', 'coldplay']"
116,hai para  ayo kemarin siapa yang berhasil war    sayangnya mimin sopa nggak dapet tiket nya huhu tahukah sobat harga tiket konser itu belum termasuk pajak lho harga nya jadi berapa ya setelah  ini penjelasannya,"['hai', 'ayo', 'kemarin', 'hasil', 'war', 'sayang', 'mimin', 'sopa', 'nggak', 'dapet', 'tiket', 'nya', 'huhu', 'tahu', 'sobat', 'harga', 'tiket', 'konser', 'pajak', 'lho', 'harga', 'nya', 'ya', 'jelas']"
117,siapsiap orangorang pada nyetel coldplay mulu sampe konser bahkan sampe selesainya kek arctic monkey,"['siapsiap', 'orangorang', 'nyetel', 'coldplay', 'mulu', 'sampe', 'konser', 'sampe', 'selesai', 'kek', 'arctic', 'monkey']"
118,viral pria beri mas kawin tiket konser coldplay untuk istri netter dibikin iri,"['viral', 'pria', 'mas', 'kawin', 'tiket', 'konser', 'coldplay', 'istri', 'netter', 'bikin', 'iri']"
119,menteri koordinator politik hukum dan keamanan menko polhukam mahfud md barubaru ini memberikan tanggapannya tentang isu lgbt yang tengah ramai dibahas setelah pemberitaan konser coldplay  hal itu disampaikan pada saat menghadiri rakernas korps alumni himpunan mahasiswa islam,"['menteri', 'koordinator', 'politik', 'hukum', 'aman', 'menko', 'polhukam', 'mahfud', 'md', 'barubaru', 'tanggap', 'isu', 'lgbt', 'ramai', 'bahas', 'berita', 'konser', 'coldplay', 'hadir', 'rakernas', 'korps', 'alumni', 'himpun', 'mahasiswa', 'islam']"
120,onecak jual tiket konser coldplay harga miring,"['onecak', 'jual', 'tiket', 'konser', 'coldplay', 'harga', 'miring']"
121,tidak sih kayanya kalo org cimahi ke konser coldplay juga lebih ke dagang kaos cilor dan cangcimen wkwkwk,"['sih', 'kaya', 'kalo', 'org', 'cimahi', 'konser', 'coldplay', 'dagang', 'kaos', 'cilor', 'cangcimen', 'wkwkwk']"
122,lagilagi pembelian tiket konser coldplay melalui jasa titip atau jastip memakan korban kali ini korbannya dalah seorang,"['lagilagi', 'beli', 'tiket', 'konser', 'coldplay', 'jasa', 'titip', 'jastip', 'makan', 'korban', 'kali', 'korban', 'dalah']"
123,penipuan tiket konser coldplay bareskrim segera panggil pihak vendor,"['tipu', 'tiket', 'konser', 'coldplay', 'bareskrim', 'panggil', 'vendor']"
124,lucu banget temen temenku tag aku di ig rame banget ngasih tau tbz konser terus pada mau bantuin aku war tiket damn mana yang bantuin itu yang dapet tiket suga sama coldplay gw gw gw nangis,"['lucu', 'banget', 'temen', 'temenku', 'tag', 'ig', 'rame', 'banget', 'ngasih', 'tau', 'tbz', 'konser', 'bantuin', 'war', 'tiket', 'damn', 'bantuin', 'dapet', 'tiket', 'suga', 'coldplay', 'gw', 'gw', 'gw', 'nang']"
125,proof jastip tiket coldplay di aku yaa     ada yg mau di war in konser lain surabaya based boleh cod sama aku ya,"['proof', 'jastip', 'tiket', 'coldplay', 'yaa', 'yg', 'war', 'in', 'konser', 'surabaya', 'based', 'cod', 'ya']"
126,lagilagi pembelian tiket konser coldplay melalui jasa titip atau jastip memakan korban kali ini korbannya dalah seorang dokter yang juga seleb tiktok nicho saputra nugraha ia mengalami kerugian hingga  juta rupiah,"['lagilagi', 'beli', 'tiket', 'konser', 'coldplay', 'jasa', 'titip', 'jastip', 'makan', 'korban', 'kali', 'korban', 'dalah', 'dokter', 'seleb', 'tiktok', 'nicho', 'saputra', 'nugraha', 'alami', 'rugi', 'juta', 'rupiah']"
127,semua orang gilagilaan ingin tiket konser  mereka tidak ingin melewatkan momen epik ini fomo benarbenar melanda bagi yang belum berhasil jangan putus asa tetap berharap dan coba lagi di kesempatan berikutnya,"['orang', 'gilagilaan', 'tiket', 'konser', 'lewat', 'momen', 'epik', 'fomo', 'benarbenar', 'landa', 'hasil', 'putus', 'asa', 'harap', 'coba', 'sempat']"
128,tania widya agustina   thn nipu org dgn kedok jual tiket konser coldplay  greesella sophina adhalia  thn sering iklan jg layar lebar digemari byk org masuk mv mmbanggakan ortu  itulah knp sya blg grup voli jkt positif mnyelamatkan putri anda atas perbuatan kriminil,"['tania', 'widya', 'agustina', 'thn', 'nipu', 'org', 'dgn', 'kedok', 'jual', 'tiket', 'konser', 'coldplay', 'greesella', 'sophina', 'adhalia', 'thn', 'iklan', 'jg', 'layar', 'lebar', 'gari', 'byk', 'org', 'masuk', 'mv', 'mmbanggakan', 'ortu', 'knp', 'sya', 'blg', 'grup', 'voli', 'jkt', 'positif', 'mnyelamatkan', 'putri', 'buat', 'kriminil']"
129,polda metro jaya menangkap pasangan suami istri pasutri pelaku penipuan tiket konser coldplay dimana kedua pelaku menipu para korban seolaholah menjual tiket coldplay melalui akun id,"['polda', 'metro', 'jaya', 'tangkap', 'pasang', 'suami', 'istri', 'pasutri', 'laku', 'tipu', 'tiket', 'konser', 'coldplay', 'mana', 'laku', 'tipu', 'korban', 'seolaholah', 'jual', 'tiket', 'coldplay', 'akun', 'id']"
130,chris martin tanggapi seruan coldplay batalkan konser di malaysia,"['chris', 'martin', 'tanggap', 'seru', 'coldplay', 'batal', 'konser', 'malaysia']"
131,studiojajan penipu  tags coldplay blackpink exo konser lainnya,"['studiojajan', 'tipu', 'tags', 'coldplay', 'blackpink', 'exo', 'konser']"
132,tim b aja konser coldplay,"['tim', 'b', 'aja', 'konser', 'coldplay']"
133,ada konser coldplay nya sandiaga uno hebat hebat,"['konser', 'coldplay', 'nya', 'sandiaga', 'uno', 'hebat', 'hebat']"
134,viral di media sosial pasangan ini menikah dengan mahar berupa tiket konser coldplay tidak hanya itu sang mempelai pria,"['viral', 'media', 'sosial', 'pasang', 'meni', 'mahar', 'tiket', 'konser', 'coldplay', 'sang', 'mempelai', 'pria']"
135,rp link dalam video   rujukan   hanya butuh keberanian maaf kalau sedikit bele,"['rp', 'link', 'video', 'rujuk', 'butuh', 'berani', 'maaf', 'bele']"
136,ina vs arg harusnya ngalahin konser coldplay sih,"['ina', 'vs', 'arg', 'ngalahin', 'konser', 'coldplay', 'sih']"
137,viral di media sosial pasangan ini menikah dengan mahar berupa tiket konser coldplay tidak hanya itu sang mempelai pria juga memberikan mahar seperangkat alat sholat dan logam mulia gram,"['viral', 'media', 'sosial', 'pasang', 'meni', 'mahar', 'tiket', 'konser', 'coldplay', 'sang', 'mempelai', 'pria', 'mahar', 'perangkat', 'alat', 'sholat', 'logam', 'mulia', 'gram']"
138,penipu tiket konser  no rekening   an ibrahim ali rosa  aku tau aku tolol karena keteledoran diri sendiri tapi ak,"['tipu', 'tiket', 'konser', 'no', 'rekening', 'an', 'ibrahim', 'ali', 'rosa', 'tau', 'tolol', 'teledor', 'ak']"
139,baru ngerti kenapa harga konser bisa segitu mahalnya gak ngotak bagi kaum mendangmending baru ngerti segitu gilanya orang mau nonton konsernya sampek nekat jual aset ngutang sana sini iya baru ngerti barusan nonton konser di youtube  lagu doang  menit coldplay bisanya,"['ngerti', 'harga', 'konser', 'segitu', 'mahal', 'gak', 'ngotak', 'kaum', 'mendangmending', 'ngerti', 'segitu', 'gila', 'orang', 'nonton', 'konser', 'sampek', 'nekat', 'jual', 'aset', 'ngutang', 'iya', 'ngerti', 'barusan', 'nonton', 'konser', 'youtube', 'lagu', 'doang', 'menit', 'coldplay', 'bisa']"
140,scammer tiket konser  armybomb se siti hanifah lestari   bri   siti hanifah lestari dana  ,"['scammer', 'tiket', 'konser', 'armybomb', 'siti', 'hanifah', 'lestari', 'bri', '', 'siti', 'hanifah', 'lestari', 'dana', '']"
141,konser coldplay di coimbra  malem di indo masa cuma seharii unfair cuy,"['konser', 'coldplay', 'coimbra', 'malem', 'indo', 'hari', 'unfair', 'cuy']"
142,ratih wts tiket coldplay suga agustd atau tiket konser apapun ini buat yang wtb tiket coldplay khususnya aku bikinin catatan,"['ratih', 'wts', 'tiket', 'coldplay', 'suga', 'agustd', 'tiket', 'konser', 'apa', 'wtb', 'tiket', 'coldplay', 'bikinin', 'catat']"
143,thread penipuan tiket konser coldplay mulai memadati timeline,"['thread', 'tipu', 'tiket', 'konser', 'coldplay', 'padat', 'timeline']"
144,tp diliat dari jadwal gbk yg ke book itu cmn ada di oktober sm nov oktober udh ke booking konser inter cmn gatau siapanya mau blg twice agak sedikit mungkin dan ga mungkin soalnya mereka terakhir stop di filipina september  nah november si coldplay sisanya gaada bookingan,"['tp', 'liat', 'jadwal', 'gbk', 'yg', 'book', 'cmn', 'oktober', 'sm', 'nov', 'oktober', 'udh', 'booking', 'konser', 'inter', 'cmn', 'gatau', 'siapa', 'blg', 'twice', 'ga', 'stop', 'filipina', 'september', 'november', 'si', 'coldplay', 'sisa', 'gaada', 'bookingan']"
145,rizky ridho minta tiket konser coldplay ke jokowi dua gol kemenangan persib bandung atas psls,"['rizky', 'ridho', 'tiket', 'konser', 'coldplay', 'jokowi', 'gol', 'menang', 'persib', 'bandung', 'psls']"
146,mereka konser  hari di portugal bayangin,"['konser', 'portugal', 'bayangin']"
147,trans fenomena berebut tiket konser coldplay,"['trans', 'fenomena', 'rebut', 'tiket', 'konser', 'coldplay']"
148,pengen nonton konser coldplay       ,"['ken', 'nonton', 'konser', 'coldplay']"
149,ojk menyebut banyak pinjol baik legal maupun ilegal menebar promo pinjaman untuk pembelian tiket konser coldplay beberapa waktu lalu hatihati ya detikers,"['ojk', 'sebut', 'pinjol', 'legal', 'ilegal', 'tebar', 'promo', 'pinjam', 'beli', 'tiket', 'konser', 'coldplay', 'hatihati', 'ya', 'detikers']"
150,another day another thread ketipu tiket konser coldplay kok yoo gelem ngono hlooo,"['another', 'day', 'another', 'thread', 'tipu', 'tiket', 'konser', 'coldplay', 'yoo', 'gelem', 'ngono', 'hlooo']"
151,fenomena berebut tiket konser coldplay,"['fenomena', 'rebut', 'tiket', 'konser', 'coldplay']"
152,apakah kakakmu tipe orang yg uang bisa dicari tapi coldplay konser cuma sekali walaupun carinya lewat jalur ngemis wkwkwkwk,"['kakak', 'tipe', 'orang', 'yg', 'uang', 'cari', 'coldplay', 'konser', 'cari', 'jalur', 'ngemis', 'wkwkwkwk']"
153,penipuan tiket konser coldplay memenuhi timeline saya,"['tipu', 'tiket', 'konser', 'coldplay', 'penuh', 'timeline']"
154,ni mata apa ga salah becca harga parkir bisa ikut konser aespa sama coldplay ini mah,"['ni', 'mata', 'ga', 'salah', 'becca', 'harga', 'parkir', 'konser', 'aespa', 'coldplay', 'mah']"
155,netizen ini mencoba peruntungan beli tiket konser coldplay di jepang dengan lotere,"['netizen', 'coba', 'untung', 'beli', 'tiket', 'konser', 'coldplay', 'jepang', 'lotere']"
156,war tiket konser coldplay war utul ugm,"['war', 'tiket', 'konser', 'coldplay', 'war', 'utul', 'ugm']"
157,ticket konser coldplay dijadian mahar nikah,"['ticket', 'konser', 'coldplay', 'jadi', 'mahar', 'nikah']"
158,apa bung dan jeng tau band coldplay yang sebentar lagi akan konser di jakarta ini memiliki fakta unik lho yuk disimak faktafakta unik berikut        ,"['jeng', 'tau', 'band', 'coldplay', 'sebentar', 'konser', 'jakarta', 'milik', 'fakta', 'unik', 'lho', 'yuk', 'simak', 'faktafakta', 'unik']"
159,penikmat konser coldplay kena tipu  akis tvone,"['nikmat', 'konser', 'coldplay', 'kena', 'tipu', 'akis', 'tvone']"
160,bubarin konser coldplay,"['bubarin', 'konser', 'coldplay']"
161,fak konser coldplay aku ingin nonton konser muse saja,"['fak', 'konser', 'coldplay', 'nonton', 'konser', 'muse']"
162,teman temanku lagi asik bahas konser coldplay aku yang mikir gimna dpt tiket konser smtown yg mana fandomnya gede gede war tiketnya pda sat set sat set pula  anjir gimna ini ya allah duh gustiii,"['teman', 'teman', 'asik', 'bahas', 'konser', 'coldplay', 'mikir', 'gimna', 'dpt', 'tiket', 'konser', 'smtown', 'yg', 'fandomnya', 'gede', 'gede', 'war', 'tiket', 'pda', 'sat', 'set', 'sat', 'set', 'anjir', 'gimna', 'ya', 'allah', 'duh', 'gustiii']"
163,ya ampun kak sama bangettttt aku pun masih berharap ada hari ke nya yg entah dapat terjadi blm pernah sekali pun liat mereka konser kecdi bluraydvd mudah an ya kak kita bisa kesampaian nonton coldplay  bareng  seperti judul lagu mereka magic and miracles,"['ya', 'ampun', 'kak', 'bangettttt', 'harap', 'nya', 'yg', 'blm', 'liat', 'konser', 'kecdi', 'bluraydvd', 'mudah', 'an', 'ya', 'kak', 'nonton', 'coldplay', 'bareng', 'judul', 'lagu', 'magic', 'and', 'miracles']"
164,bagi kalian yang kalah  war tiket coldplay di jakarta  jangan berkecil setelah konser di gbk coldplay lanjut konser di alu,"['kalah', 'war', 'tiket', 'coldplay', 'jakarta', 'kecil', 'konser', 'gbk', 'coldplay', 'konser', 'alu']"
165,padahal kalo dirunut yg pertama teriak kek sekarang konser coldplay siapa tapi yg jadi sasaran tembak kesininya siapa,"['kalo', 'runut', 'yg', 'teriak', 'kek', 'konser', 'coldplay', 'yg', 'sasar', 'tembak', 'kesini']"
166,penipu wts tiket konser coldplay  tolong yang daerah surabaya dan sekitarnya kalo ketemu atau kenal gebukin dong gue,"['tipu', 'wts', 'tiket', 'konser', 'coldplay', 'tolong', 'daerah', 'surabaya', 'kalo', 'ketemu', 'kenal', 'gebukin', 'gue']"
167,ada yang minat tiket konser coldplay ready yang festival ya bisa dm jika mau sisa  lagi,"['minat', 'tiket', 'konser', 'coldplay', 'ready', 'festival', 'ya', 'dm', 'sisa']"
168,gw yg liat tl ngerasa konser coldplay lbih banyak memakan korban ketipu dr pd konser kpop,"['gw', 'yg', 'liat', 'tl', 'ngerasa', 'konser', 'coldplay', 'lbih', 'makan', 'korban', 'tipu', 'dr', 'pd', 'konser', 'kpop']"
169,finally bisa ticked  wishlist konser ku coldplay  bruno major,"['finally', 'ticked', 'wishlist', 'konser', 'ku', 'coldplay', 'bruno', 'major']"
170,jual tiket konser coldplay harga miring,"['jual', 'tiket', 'konser', 'coldplay', 'harga', 'miring']"
171,karena aku ga dpt tiket coldplay akan ku alihkan dana taktisku ke konser taeyeon noona bismillah semoga dpt,"['ga', 'dpt', 'tiket', 'coldplay', 'ku', 'alih', 'dana', 'taktis', 'konser', 'taeyeon', 'noona', 'bismillah', 'moga', 'dpt']"
172,penipuan tiket konser coldplay makin banyak terbaru ditipu bocil yang punya follower beberapa biji  dari sini semakin menguatkan memang benar kalau cintamengagumi bisa bikin goblok,"['tipu', 'tiket', 'konser', 'coldplay', 'baru', 'tipu', 'bocil', 'follower', 'biji', 'kuat', 'cintamengagumi', 'bikin', 'goblok']"
173,yang nyari wts tiket coldplay kalo ketemu seller dengan ciriciri ini run aja udah kejadian di konser tds dan agust d,"['nyari', 'wts', 'tiket', 'coldplay', 'kalo', 'ketemu', 'seller', 'ciriciri', 'run', 'aja', 'udah', 'jadi', 'konser', 'tds', 'agust', 'd']"
174,adek pengen juga bang,"['adek', 'ken', 'bang']"
175,jujur uda x war sekantor minbhi juga masih ngga dapet loh   tapi gpp buat kalian yg dapet bole langsung cekidot tips buat tampil slay di konser coldplay di blog beautyhaul,"['jujur', 'uda', 'x', 'war', 'kantor', 'minbhi', 'ngga', 'dapet', 'loh', 'gpp', 'yg', 'dapet', 'bole', 'langsung', 'cekidot', 'tips', 'tampil', 'slay', 'konser', 'coldplay', 'blog', 'beautyhaul']"
176,ariskaf kumpulan penipuan tiket konser coldplay indonesia   a thread,"['ariskaf', 'kumpul', 'tipu', 'tiket', 'konser', 'coldplay', 'indonesia', 'a', 'thread']"
177,penipuan tiket konser coldplay kalo dikumpulin threadnya udah bisa saingan sama kpopers yang ketipu tiketmerchant idol selama  tahun terakhir nih  sehari bisa baca  thread dengan oknum yang beda,"['tipu', 'tiket', 'konser', 'coldplay', 'kalo', 'dikumpulin', 'threadnya', 'udah', 'saing', 'kpopers', 'tipu', 'tiketmerchant', 'idol', 'nih', 'hari', 'baca', 'thread', 'oknum', 'beda']"
178,wihh terus honeymoonnya sambil nonton konser coldplay,"['wihh', 'honeymoonnya', 'nonton', 'konser', 'coldplay']"
179,sebelum dikenal dengan coldplay band ini sempat bernama pectoralz dan starfish coldplay bakal merilis album terakhir pa,"['kenal', 'coldplay', 'band', 'nama', 'pectoralz', 'starfish', 'coldplay', 'rilis', 'album', 'pa']"
